24 cycles	 0.000024 seconds
99 cycles	 0.000099 seconds
98 cycles	 0.000100 seconds
98 cycles	 0.000099 seconds
100 cycles	 0.000100 seconds
98 cycles	 0.000099 seconds
98 cycles	 0.000100 seconds
98 cycles	 0.000099 seconds
98 cycles	 0.000100 seconds
98 cycles	 0.000099 seconds
98 cycles	 0.000099 seconds
98 cycles	 0.000099 seconds
100 cycles	 0.000100 seconds
99 cycles	 0.000099 seconds
99 cycles	 0.000099 seconds
99 cycles	 0.000099 seconds
99 cycles	 0.000100 seconds
100 cycles	 0.000100 seconds
98 cycles	 0.000100 seconds
98 cycles	 0.000099 seconds
98 cycles	 0.000099 seconds
98 cycles	 0.000099 seconds
99 cycles	 0.000099 seconds
98 cycles	 0.000099 seconds
99 cycles	 0.000099 seconds
99 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
100 cycles	 0.000100 seconds
98 cycles	 0.000100 seconds
98 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
99 cycles	 0.000099 seconds
99 cycles	 0.000099 seconds
99 cycles	 0.000099 seconds
98 cycles	 0.000099 seconds
98 cycles	 0.000099 seconds
100 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
98 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
99 cycles	 0.000099 seconds
100 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
100 cycles	 0.000100 seconds
101 cycles	 0.000101 seconds
100 cycles	 0.000100 seconds
100 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
99 cycles	 0.000099 seconds
99 cycles	 0.000100 seconds
100 cycles	 0.000099 seconds
99 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
100 cycles	 0.000100 seconds
100 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
100 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
100 cycles	 0.000100 seconds
100 cycles	 0.000100 seconds
100 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
99 cycles	 0.000101 seconds
99 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
101 cycles	 0.000101 seconds
100 cycles	 0.000100 seconds
100 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
99 cycles	 0.000101 seconds
99 cycles	 0.000100 seconds
100 cycles	 0.000100 seconds
100 cycles	 0.000100 seconds
101 cycles	 0.000102 seconds
99 cycles	 0.000100 seconds
99 cycles	 0.000100 seconds
100 cycles	 0.000100 seconds
100 cycles	 0.000101 seconds
101 cycles	 0.000101 seconds
100 cycles	 0.000100 seconds
100 cycles	 0.000100 seconds
100 cycles	 0.000100 seconds
100 cycles	 0.000100 seconds
100 cycles	 0.000100 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
99 cycles	 0.000101 seconds
99 cycles	 0.000101 seconds
100 cycles	 0.000102 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
99 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
101 cycles	 0.000101 seconds
100 cycles	 0.000100 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000100 seconds
99 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
101 cycles	 0.000101 seconds
100 cycles	 0.000100 seconds
101 cycles	 0.000100 seconds
100 cycles	 0.000101 seconds
99 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000100 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
101 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000100 seconds
99 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
101 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
101 cycles	 0.000101 seconds
101 cycles	 0.000101 seconds
101 cycles	 0.000101 seconds
101 cycles	 0.000102 seconds
100 cycles	 0.000102 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000102 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
101 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
113 cycles	 0.000117 seconds
101 cycles	 0.000102 seconds
100 cycles	 0.000101 seconds
102 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000102 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
101 cycles	 0.000102 seconds
100 cycles	 0.000101 seconds
101 cycles	 0.000101 seconds
101 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
102 cycles	 0.000101 seconds
101 cycles	 0.000102 seconds
102 cycles	 0.000103 seconds
102 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
102 cycles	 0.000103 seconds
101 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
102 cycles	 0.000101 seconds
101 cycles	 0.000101 seconds
101 cycles	 0.000101 seconds
101 cycles	 0.000102 seconds
100 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
100 cycles	 0.000102 seconds
101 cycles	 0.000101 seconds
101 cycles	 0.000101 seconds
101 cycles	 0.000101 seconds
100 cycles	 0.000101 seconds
101 cycles	 0.000101 seconds
102 cycles	 0.000102 seconds
100 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
101 cycles	 0.000103 seconds
101 cycles	 0.000101 seconds
101 cycles	 0.000101 seconds
102 cycles	 0.000102 seconds
100 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
101 cycles	 0.000101 seconds
101 cycles	 0.000102 seconds
102 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
104 cycles	 0.000103 seconds
102 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
101 cycles	 0.000101 seconds
101 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
102 cycles	 0.000101 seconds
100 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
102 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
102 cycles	 0.000102 seconds
102 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
102 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
101 cycles	 0.000103 seconds
101 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
102 cycles	 0.000102 seconds
102 cycles	 0.000102 seconds
101 cycles	 0.000103 seconds
101 cycles	 0.000102 seconds
102 cycles	 0.000102 seconds
102 cycles	 0.000102 seconds
101 cycles	 0.000103 seconds
101 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
101 cycles	 0.000102 seconds
101 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
101 cycles	 0.000103 seconds
101 cycles	 0.000102 seconds
103 cycles	 0.000104 seconds
103 cycles	 0.000102 seconds
102 cycles	 0.000102 seconds
102 cycles	 0.000102 seconds
102 cycles	 0.000102 seconds
102 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
103 cycles	 0.000102 seconds
103 cycles	 0.000103 seconds
103 cycles	 0.000103 seconds
113 cycles	 0.000120 seconds
104 cycles	 0.000104 seconds
103 cycles	 0.000103 seconds
102 cycles	 0.000104 seconds
104 cycles	 0.000112 seconds
104 cycles	 0.000104 seconds
102 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
118 cycles	 0.000122 seconds
142 cycles	 0.000150 seconds
104 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
116 cycles	 0.000125 seconds
121 cycles	 0.000123 seconds
119 cycles	 0.000121 seconds
113 cycles	 0.000113 seconds
102 cycles	 0.000103 seconds
102 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
103 cycles	 0.000103 seconds
103 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
103 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
103 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
103 cycles	 0.000104 seconds
104 cycles	 0.000104 seconds
102 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
103 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
103 cycles	 0.000103 seconds
103 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
103 cycles	 0.000103 seconds
103 cycles	 0.000103 seconds
103 cycles	 0.000103 seconds
103 cycles	 0.000103 seconds
103 cycles	 0.000104 seconds
102 cycles	 0.000104 seconds
102 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
103 cycles	 0.000104 seconds
102 cycles	 0.000103 seconds
103 cycles	 0.000103 seconds
103 cycles	 0.000103 seconds
103 cycles	 0.000104 seconds
102 cycles	 0.000103 seconds
103 cycles	 0.000103 seconds
103 cycles	 0.000103 seconds
102 cycles	 0.000104 seconds
102 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
103 cycles	 0.000103 seconds
102 cycles	 0.000104 seconds
102 cycles	 0.000104 seconds
102 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
103 cycles	 0.000103 seconds
104 cycles	 0.000103 seconds
103 cycles	 0.000103 seconds
103 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
104 cycles	 0.000103 seconds
103 cycles	 0.000103 seconds
103 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
102 cycles	 0.000103 seconds
103 cycles	 0.000103 seconds
104 cycles	 0.000104 seconds
102 cycles	 0.000104 seconds
102 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
104 cycles	 0.000105 seconds
103 cycles	 0.000103 seconds
104 cycles	 0.000104 seconds
102 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
105 cycles	 0.000107 seconds
103 cycles	 0.000105 seconds
103 cycles	 0.000105 seconds
103 cycles	 0.000104 seconds
102 cycles	 0.000103 seconds
103 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
104 cycles	 0.000103 seconds
103 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
103 cycles	 0.000103 seconds
103 cycles	 0.000104 seconds
104 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
103 cycles	 0.000103 seconds
103 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
104 cycles	 0.000104 seconds
104 cycles	 0.000104 seconds
104 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
104 cycles	 0.000104 seconds
103 cycles	 0.000105 seconds
103 cycles	 0.000104 seconds
104 cycles	 0.000104 seconds
104 cycles	 0.000105 seconds
103 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000104 seconds
103 cycles	 0.000105 seconds
103 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
104 cycles	 0.000104 seconds
103 cycles	 0.000105 seconds
103 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
104 cycles	 0.000105 seconds
105 cycles	 0.000104 seconds
104 cycles	 0.000104 seconds
104 cycles	 0.000104 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000104 seconds
104 cycles	 0.000104 seconds
105 cycles	 0.000104 seconds
104 cycles	 0.000104 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000104 seconds
105 cycles	 0.000104 seconds
104 cycles	 0.000104 seconds
104 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
104 cycles	 0.000105 seconds
103 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
103 cycles	 0.000104 seconds
105 cycles	 0.000104 seconds
104 cycles	 0.000105 seconds
103 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
103 cycles	 0.000105 seconds
105 cycles	 0.000104 seconds
104 cycles	 0.000104 seconds
105 cycles	 0.000106 seconds
103 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000104 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000104 seconds
103 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
103 cycles	 0.000105 seconds
105 cycles	 0.000105 seconds
103 cycles	 0.000105 seconds
105 cycles	 0.000106 seconds
105 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000104 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
105 cycles	 0.000104 seconds
105 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
105 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
105 cycles	 0.000106 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
105 cycles	 0.000106 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000106 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
105 cycles	 0.000106 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
105 cycles	 0.000105 seconds
105 cycles	 0.000105 seconds
106 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000106 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
106 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
106 cycles	 0.000106 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
104 cycles	 0.000105 seconds
105 cycles	 0.000106 seconds
104 cycles	 0.000106 seconds
104 cycles	 0.000106 seconds
104 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
106 cycles	 0.000105 seconds
106 cycles	 0.000105 seconds
104 cycles	 0.000106 seconds
104 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
106 cycles	 0.000106 seconds
104 cycles	 0.000106 seconds
104 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
104 cycles	 0.000106 seconds
106 cycles	 0.000105 seconds
105 cycles	 0.000105 seconds
104 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
106 cycles	 0.000106 seconds
104 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
105 cycles	 0.000105 seconds
105 cycles	 0.000106 seconds
106 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
105 cycles	 0.000105 seconds
104 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
104 cycles	 0.000106 seconds
106 cycles	 0.000106 seconds
104 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
105 cycles	 0.000105 seconds
106 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
106 cycles	 0.000106 seconds
106 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
105 cycles	 0.000107 seconds
107 cycles	 0.000108 seconds
105 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
106 cycles	 0.000106 seconds
105 cycles	 0.000107 seconds
105 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
106 cycles	 0.000106 seconds
106 cycles	 0.000106 seconds
105 cycles	 0.000107 seconds
105 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
105 cycles	 0.000107 seconds
107 cycles	 0.000106 seconds
107 cycles	 0.000106 seconds
106 cycles	 0.000106 seconds
105 cycles	 0.000107 seconds
105 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
106 cycles	 0.000106 seconds
105 cycles	 0.000107 seconds
105 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
105 cycles	 0.000106 seconds
106 cycles	 0.000107 seconds
105 cycles	 0.000107 seconds
105 cycles	 0.000107 seconds
105 cycles	 0.000106 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
105 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
107 cycles	 0.000107 seconds
107 cycles	 0.000107 seconds
105 cycles	 0.000106 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
105 cycles	 0.000106 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000106 seconds
106 cycles	 0.000106 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
105 cycles	 0.000106 seconds
107 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000106 seconds
105 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
105 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
107 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000106 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000106 seconds
107 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
107 cycles	 0.000106 seconds
107 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
107 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
107 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
107 cycles	 0.000108 seconds
106 cycles	 0.000107 seconds
107 cycles	 0.000107 seconds
106 cycles	 0.000108 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
107 cycles	 0.000107 seconds
107 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
108 cycles	 0.000109 seconds
106 cycles	 0.000108 seconds
108 cycles	 0.000107 seconds
107 cycles	 0.000107 seconds
107 cycles	 0.000107 seconds
107 cycles	 0.000108 seconds
107 cycles	 0.000107 seconds
106 cycles	 0.000108 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
107 cycles	 0.000107 seconds
107 cycles	 0.000107 seconds
106 cycles	 0.000108 seconds
106 cycles	 0.000108 seconds
106 cycles	 0.000108 seconds
107 cycles	 0.000107 seconds
108 cycles	 0.000107 seconds
108 cycles	 0.000107 seconds
107 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
107 cycles	 0.000107 seconds
107 cycles	 0.000107 seconds
107 cycles	 0.000107 seconds
107 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
106 cycles	 0.000107 seconds
108 cycles	 0.000107 seconds
107 cycles	 0.000107 seconds
106 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
108 cycles	 0.000108 seconds
108 cycles	 0.000108 seconds
111 cycles	 0.000111 seconds
107 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
107 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
107 cycles	 0.000108 seconds
106 cycles	 0.000107 seconds
108 cycles	 0.000108 seconds
106 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
107 cycles	 0.000107 seconds
107 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
108 cycles	 0.000108 seconds
108 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
108 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
108 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
108 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
108 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
108 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
108 cycles	 0.000108 seconds
108 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
107 cycles	 0.000109 seconds
108 cycles	 0.000108 seconds
108 cycles	 0.000108 seconds
108 cycles	 0.000108 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000108 seconds
109 cycles	 0.000108 seconds
108 cycles	 0.000108 seconds
108 cycles	 0.000108 seconds
108 cycles	 0.000110 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
109 cycles	 0.000108 seconds
108 cycles	 0.000109 seconds
111 cycles	 0.000112 seconds
107 cycles	 0.000109 seconds
107 cycles	 0.000109 seconds
107 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
109 cycles	 0.000109 seconds
107 cycles	 0.000109 seconds
107 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
109 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000108 seconds
107 cycles	 0.000108 seconds
109 cycles	 0.000108 seconds
109 cycles	 0.000109 seconds
107 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000108 seconds
109 cycles	 0.000109 seconds
107 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000108 seconds
108 cycles	 0.000108 seconds
108 cycles	 0.000109 seconds
109 cycles	 0.000110 seconds
108 cycles	 0.000108 seconds
109 cycles	 0.000109 seconds
107 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
109 cycles	 0.000109 seconds
109 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
109 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
109 cycles	 0.000109 seconds
109 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
109 cycles	 0.000109 seconds
109 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000110 seconds
110 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000110 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000110 seconds
109 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
109 cycles	 0.000109 seconds
109 cycles	 0.000110 seconds
109 cycles	 0.000109 seconds
110 cycles	 0.000109 seconds
109 cycles	 0.000109 seconds
109 cycles	 0.000109 seconds
109 cycles	 0.000110 seconds
109 cycles	 0.000110 seconds
109 cycles	 0.000110 seconds
110 cycles	 0.000109 seconds
109 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
110 cycles	 0.000111 seconds
109 cycles	 0.000110 seconds
109 cycles	 0.000110 seconds
109 cycles	 0.000110 seconds
109 cycles	 0.000110 seconds
110 cycles	 0.000112 seconds
108 cycles	 0.000110 seconds
109 cycles	 0.000110 seconds
109 cycles	 0.000110 seconds
109 cycles	 0.000110 seconds
108 cycles	 0.000109 seconds
110 cycles	 0.000109 seconds
109 cycles	 0.000109 seconds
109 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
109 cycles	 0.000110 seconds
109 cycles	 0.000110 seconds
109 cycles	 0.000110 seconds
109 cycles	 0.000110 seconds
109 cycles	 0.000109 seconds
108 cycles	 0.000109 seconds
109 cycles	 0.000110 seconds
110 cycles	 0.000110 seconds
109 cycles	 0.000110 seconds
109 cycles	 0.000109 seconds
108 cycles	 0.000110 seconds
109 cycles	 0.000110 seconds
109 cycles	 0.000110 seconds
110 cycles	 0.000109 seconds
109 cycles	 0.000110 seconds
109 cycles	 0.000110 seconds
109 cycles	 0.000109 seconds
109 cycles	 0.000110 seconds
109 cycles	 0.000110 seconds
110 cycles	 0.000110 seconds
108 cycles	 0.000110 seconds
109 cycles	 0.000110 seconds
109 cycles	 0.000110 seconds
109 cycles	 0.000110 seconds
109 cycles	 0.000111 seconds
109 cycles	 0.000110 seconds
109 cycles	 0.000109 seconds
110 cycles	 0.000110 seconds
109 cycles	 0.000110 seconds
109 cycles	 0.000110 seconds
109 cycles	 0.000110 seconds
109 cycles	 0.000110 seconds
109 cycles	 0.000110 seconds
110 cycles	 0.000110 seconds
109 cycles	 0.000111 seconds
109 cycles	 0.000110 seconds
110 cycles	 0.000110 seconds
109 cycles	 0.000110 seconds
110 cycles	 0.000110 seconds
110 cycles	 0.000111 seconds
109 cycles	 0.000110 seconds
